Days to Ship,Sales Forecast,Ship Status,Category,City,Country,Customer Name,Order Date,Order ID,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Mode,State,Sub-Category
7,8,Shipped Late,Office Supplies,Henderson,United States,Giulietta Weimer,2/16/16,CA-2016-108105,Wilson Jones ñSnapî Scratch Pad Binder Tool for Ring Binders,2.61,1,South,5.8,Consumer,Standard Class,Kentucky,Binders
4,126,Shipped Early,Technology,New York City,United States,Jill Fjeld,2/16/16,CA-2016-105781,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,39.5868,3,East,89.97,Consumer,Standard Class,New York,Accessories
4,458,Shipped Early,Furniture,New York City,United States,Jill Fjeld,2/16/16,CA-2016-105781,Hon Every-Day Chair Series Swivel Task Chairs,39.9234,3,East,326.646,Consumer,Standard Class,New York,Chairs
4,10,Shipped Early,Office Supplies,Chicago,United States,Erin Ashbrook,2/16/16,CA-2016-168956,Advantus Push Pins,1.8312,4,Central,6.976,Corporate,Standard Class,Illinois,Fasteners
4,7,Shipped Early,Office Supplies,Chicago,United States,Erin Ashbrook,2/16/16,CA-2016-168956,Xerox 206,1.8144,1,Central,5.184,Corporate,Standard Class,Illinois,Paper
4,88,Shipped Early,Furniture,Chicago,United States,Erin Ashbrook,2/16/16,CA-2016-168956,"Global Stack Chair with Arms, Black",-2.6982,3,Central,62.958,Corporate,Standard Class,Illinois,Chairs
4,129,Shipped Early,Office Supplies,Chicago,United States,Erin Ashbrook,2/16/16,CA-2016-168956,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,-225.5568,6,Central,92.064,Corporate,Standard Class,Illinois,Appliances
7,12,Shipped Late,Office Supplies,New York City,United States,Patrick Gardner,2/15/16,US-2016-162859,Advantus Push Pins,3.5752,4,East,8.72,Consumer,Standard Class,New York,Fasteners
7,558,Shipped Late,Office Supplies,New York City,United States,Patrick Gardner,2/15/16,US-2016-162859,GBC DocuBind P100 Manual Binding Machine,124.485,3,East,398.352,Consumer,Standard Class,New York,Binders
1,7,Shipped On Time,Office Supplies,Clinton,United States,Dave Kipp,2/14/16,CA-2016-134334,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",2.1465,1,East,4.77,Consumer,First Class,Maryland,Paper
1,11,Shipped On Time,Office Supplies,Clinton,United States,Dave Kipp,2/14/16,CA-2016-134334,Economy #2 Pencils,2.0748,3,East,7.98,Consumer,First Class,Maryland,Art
1,15,Shipped On Time,Furniture,Clinton,United States,Dave Kipp,2/14/16,CA-2016-134334,Regeneration Desk Collection,4.6464,6,East,10.56,Consumer,First Class,Maryland,Furnishings
5,370,Shipped Early,Office Supplies,Jackson,United States,Fred McMath,2/14/16,CA-2016-146150,Panasonic KP-150 Electric Pencil Sharpener,68.6868,7,South,264.18,Consumer,Standard Class,Mississippi,Art
1,771,Shipped On Time,Furniture,Clinton,United States,Dave Kipp,2/14/16,CA-2016-134334,Bevis Boat-Shaped Conference Table,-47.1798,3,East,550.431,Consumer,First Class,Maryland,Tables
5,206,Shipped Early,Office Supplies,Los Angeles,United States,Ross DeVincentis,2/13/16,CA-2016-112942,Tops Green Bar Computer Printout Paper,73.41,3,West,146.82,Home Office,Standard Class,California,Paper
2,1892,Shipped Late,Office Supplies,Atlanta,United States,John Stevenson,2/12/16,CA-2016-110492,Tennsco Double-Tier Lockers,175.5156,6,South,1350.12,Consumer,First Class,Georgia,Storage
2,22,Shipped Late,Office Supplies,Atlanta,United States,John Stevenson,2/12/16,CA-2016-110492,"Avery Durable Slant Ring Binders, No Labels",7.4824,4,South,15.92,Consumer,First Class,Georgia,Binders
2,98,Shipped Late,Technology,Tulsa,United States,Phillip Breyer,2/11/16,CA-2016-164938,Mediabridge Sport Armband iPhone 5s,0.6993,7,Central,69.93,Corporate,First Class,Oklahoma,Phones
4,126,Shipped Early,Technology,San Francisco,United States,Justin Ritter,2/9/16,US-2016-112396,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,39.5868,3,West,89.97,Corporate,Standard Class,California,Accessories
4,45,Shipped Early,Technology,San Francisco,United States,Justin Ritter,2/9/16,US-2016-112396,Maxell 4.7GB DVD+RW 3/Pack,11.151,2,West,31.86,Corporate,Standard Class,California,Accessories
3,1581,Shipped On Time,Technology,Raleigh,United States,Cathy Hwang,2/8/16,CA-2016-109344,Samsung Galaxy S4 Mini,126.8973,3,South,1127.976,Home Office,Second Class,North Carolina,Phones
7,338,Shipped Late,Furniture,Houston,United States,Mark Haberlin,2/8/16,CA-2016-163048,Harbour Creations Steel Folding Chair,0,4,Central,241.5,Corporate,Standard Class,Texas,Chairs
0,140,Shipped On Time,Technology,Springfield,United States,Christina Anderson,2/7/16,CA-2016-106894,Micro Innovations USB RF Wireless Keyboard with Mouse,21,4,South,100,Consumer,Same Day,Virginia,Accessories
0,11,Shipped On Time,Office Supplies,Springfield,United States,Christina Anderson,2/7/16,CA-2016-106894,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,3.6018,3,South,7.83,Consumer,Same Day,Virginia,Labels
2,43,Shipped Late,Office Supplies,Lancaster,United States,Bobby Elias,2/7/16,CA-2016-161662,Xerox 1912,10.6232,2,East,30.352,Consumer,First Class,Ohio,Paper
3,875,Shipped On Time,Technology,Los Angeles,United States,Erica Bern,2/7/16,CA-2016-135461,Motorola L703CM,38.9975,5,West,623.96,Corporate,Second Class,California,Phones
5,185,Shipped Early,Furniture,Chattanooga,United States,Karen Bern,2/6/16,CA-2016-125017,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",-18.1808,4,South,132.224,Corporate,Standard Class,Tennessee,Furnishings
0,114,Shipped On Time,Office Supplies,Smyrna,United States,Paul Prost,2/5/16,US-2016-108504,"Carina 42""Hx23 3/4""W Media Storage Unit",1.6196,1,South,80.98,Home Office,Same Day,Georgia,Storage
0,489,Shipped On Time,Office Supplies,Smyrna,United States,Paul Prost,2/5/16,US-2016-108504,White Computer Printout Paper by Universal,170.9316,9,South,348.84,Home Office,Same Day,Georgia,Paper
0,13,Shipped On Time,Office Supplies,Smyrna,United States,Paul Prost,2/5/16,US-2016-108504,Revere Boxed Rubber Bands by Revere,0.189,5,South,9.45,Home Office,Same Day,Georgia,Fasteners
0,26,Shipped On Time,Furniture,Smyrna,United States,Paul Prost,2/5/16,US-2016-108504,"Eldon 200 Class Desk Accessories, Black",7.1592,3,South,18.84,Home Office,Same Day,Georgia,Furnishings
0,336,Shipped On Time,Furniture,Smyrna,United States,Paul Prost,2/5/16,US-2016-108504,"Bush Andora Bookcase, Maple/Graphite Gray Finish",52.7956,2,South,239.98,Home Office,Same Day,Georgia,Bookcases
0,235,Shipped On Time,Office Supplies,Smyrna,United States,Paul Prost,2/5/16,US-2016-108504,Ames Color-File Green Diamond Border X-ray Mailers,78.9412,2,South,167.96,Home Office,Same Day,Georgia,Envelopes
0,147,Shipped On Time,Technology,Smyrna,United States,Paul Prost,2/5/16,US-2016-108504,Plantronics CordlessæPhone Headsetæwith In-line Volume - M214C,28.3095,3,South,104.85,Home Office,Same Day,Georgia,Phones
0,680,Shipped On Time,Technology,Smyrna,United States,Paul Prost,2/5/16,US-2016-108504,Aastra 57i VoIP phone,126.0558,3,South,484.83,Home Office,Same Day,Georgia,Phones
0,172,Shipped On Time,Office Supplies,Smyrna,United States,Paul Prost,2/5/16,US-2016-108504,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",60.2553,3,South,122.97,Home Office,Same Day,Georgia,Paper
0,216,Shipped On Time,Office Supplies,Smyrna,United States,Paul Prost,2/5/16,US-2016-108504,"Belkin 19"" Vented Equipment Shelf, Black",1.5444,3,South,154.44,Home Office,Same Day,Georgia,Storage
0,480,Shipped On Time,Office Supplies,Smyrna,United States,Paul Prost,2/5/16,US-2016-108504,Xerox 1943,160.9139,7,South,342.37,Home Office,Same Day,Georgia,Paper
5,21,Shipped Early,Office Supplies,San Diego,United States,Annie Zypern,2/5/16,CA-2016-100993,Avery 508,7.2177,3,West,14.73,Consumer,Standard Class,California,Labels
5,261,Shipped Early,Office Supplies,San Diego,United States,Annie Zypern,2/5/16,CA-2016-100993,"Fellowes Mobile File Cart, Black",50.3658,3,West,186.54,Consumer,Standard Class,California,Storage
5,782,Shipped Early,Furniture,San Diego,United States,Annie Zypern,2/5/16,CA-2016-100993,Chromcraft Round Conference Tables,6.9716,4,West,557.728,Consumer,Standard Class,California,Tables
5,224,Shipped Early,Technology,San Diego,United States,Annie Zypern,2/5/16,CA-2016-100993,Anker Astro 15000mAh USB Portable Charger,-31.9936,4,West,159.968,Consumer,Standard Class,California,Phones
6,127,Shipped On Time,Technology,Rockville,United States,Maribeth Schnelling,2/4/16,CA-2016-150077,AT&T 17929 Lendline Telephone,23.5248,2,East,90.48,Consumer,Standard Class,Maryland,Phones
5,130,Shipped Early,Office Supplies,Los Angeles,United States,Jennifer Braxton,2/4/16,CA-2016-101189,Safco Commercial Shelving,3.7208,2,West,93.02,Corporate,Standard Class,California,Storage
4,20,Shipped Early,Furniture,Sierra Vista,United States,Tracy Blumstein,2/4/16,CA-2016-117912,Nu-Dell Float Frame 11 x 14 1/2,3.9512,2,West,14.368,Consumer,Standard Class,Arizona,Furnishings
7,1214,Shipped Late,Furniture,Richmond,United States,Liz Carlisle,2/3/16,CA-2016-118514,Hon Multipurpose Stacking Arm Chairs,225.264,4,South,866.4,Consumer,Standard Class,Kentucky,Chairs
5,165,Shipped Early,Office Supplies,New York City,United States,Adrian Barton,2/2/16,CA-2016-147431,"Belkin 19"" Center-Weighted Shelf, Gray",5.898,2,East,117.96,Consumer,Standard Class,New York,Storage
2,12264,Shipped Early,Technology,Arlington,United States,Sanjit Engle,2/2/16,CA-2016-158841,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",2799.984,5,South,8749.95,Consumer,Second Class,Virginia,Machines
2,51,Shipped Early,Office Supplies,Arlington,United States,Sanjit Engle,2/2/16,CA-2016-158841,Presstex Flexible Ring Binders,18.2,8,South,36.4,Consumer,Second Class,Virginia,Binders
2,26,Shipped Early,Furniture,Arlington,United States,Sanjit Engle,2/2/16,CA-2016-158841,Acrylic Self-Standing Desk Frames,7.1022,7,South,18.69,Consumer,Second Class,Virginia,Furnishings
6,103,Shipped On Time,Furniture,Houston,United States,Noel Staavos,2/2/16,CA-2016-144645,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",-77.4732,2,Central,73.784,Corporate,Standard Class,Texas,Furnishings
2,79,Shipped Late,Office Supplies,Arlington,United States,Cyma Kinney,2/1/16,US-2016-140809,X-Rack File for Hanging Folders,14.677,5,South,56.45,Corporate,First Class,Virginia,Storage
6,148,Shipped On Time,Office Supplies,Los Angeles,United States,Suzanne McNair,2/1/16,CA-2016-154067,Xerox 1883,48.5392,4,West,105.52,Corporate,Standard Class,California,Paper
4,79,Shipped Early,Office Supplies,Los Angeles,United States,Sample Company A,1/31/16,CA-2016-129238,Easy-staple paper,27.783,5,West,56.7,Home Office,Standard Class,California,Paper
4,33,Shipped Late,Office Supplies,Atlantic City,United States,Jason Klamczynski,1/31/16,CA-2016-158043,Staple envelope,11.68,2,East,23.36,Corporate,Second Class,New Jersey,Envelopes
6,1781,Shipped On Time,Office Supplies,Atlanta,United States,Ben Ferrer,1/31/16,CA-2016-159891,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,635.495,1,South,1270.99,Home Office,Standard Class,Georgia,Binders
6,176,Shipped On Time,Office Supplies,Atlanta,United States,Ben Ferrer,1/31/16,CA-2016-159891,"#10 White Business Envelopes,4 1/8 x 9 1/2",58.9192,8,South,125.36,Home Office,Standard Class,Georgia,Envelopes
4,154,Shipped Early,Technology,Los Angeles,United States,Sample Company A,1/31/16,CA-2016-129238,AT&T 1080 Phone,8.2194,1,West,109.592,Home Office,Standard Class,California,Phones
2,22,Shipped Early,Office Supplies,Dallas,United States,Aimee Bixby,1/31/16,CA-2016-147970,Xerox 1994,5.4432,3,Central,15.552,Consumer,Second Class,Texas,Paper
1,428,Shipped On Time,Office Supplies,San Francisco,United States,Steven Cartwright,1/30/16,CA-2016-153661,"File Shuttle II and Handi-File, Black",76.2525,9,West,305.01,Consumer,First Class,California,Storage
1,36,Shipped On Time,Office Supplies,San Francisco,United States,Steven Cartwright,1/30/16,CA-2016-153661,Avery 512,12.2247,9,West,26.01,Consumer,First Class,California,Labels
2,68,Shipped Early,Furniture,Seattle,United States,Tim Brockman,1/30/16,US-2016-166660,O'Sullivan 2-Shelf Heavy-Duty Bookcases,7.7728,1,West,48.58,Consumer,Second Class,Washington,Bookcases
4,24,Shipped Early,Office Supplies,San Francisco,United States,Jeremy Farry,1/30/16,CA-2016-164483,Heavy-Duty E-Z-D Binders,5.8914,2,West,17.456,Consumer,Standard Class,California,Binders
1,71,Shipped On Time,Office Supplies,San Francisco,United States,Steven Cartwright,1/30/16,CA-2016-153661,GBC Wire Binding Strips,17.7744,2,West,50.784,Consumer,First Class,California,Binders
2,610,Shipped Early,Furniture,Seattle,United States,Tim Brockman,1/30/16,US-2016-166660,Global Deluxe High-Back Office Chair in Storm,-59.8356,4,West,435.168,Consumer,Second Class,Washington,Chairs
5,219,Shipped Early,Office Supplies,Chicago,United States,Harold Engle,1/30/16,CA-2016-114944,Xerox 1943,52.8228,4,Central,156.512,Corporate,Standard Class,Illinois,Paper
4,2018,Shipped Early,Technology,Rockford,United States,David Flashing,1/30/16,CA-2016-168032,Nokia Lumia 1020,143.9968,4,Central,1439.968,Consumer,Standard Class,Illinois,Phones
4,878,Shipped Early,Furniture,Rockford,United States,David Flashing,1/30/16,CA-2016-168032,Bretford ñJust In Timeî Height-Adjustable Multi-Task Work Tables,-538.446,3,Central,626.1,Consumer,Standard Class,Illinois,Tables
4,2,Shipped Early,Office Supplies,Rockford,United States,David Flashing,1/30/16,CA-2016-168032,Avery Durable Binders,-2.6784,3,Central,1.728,Consumer,Standard Class,Illinois,Binders
4,56,Shipped Late,Office Supplies,Los Angeles,United States,Henry Goldwyn,1/28/16,CA-2016-146437,Newell 345,10.3168,2,West,39.68,Corporate,Second Class,California,Art
2,13,Shipped Late,Office Supplies,Plainfield,United States,Todd Boyes,1/25/16,CA-2016-153346,"Dixon Ticonderoga Maple Cedar Pencil, #2",2.3025,3,East,9.21,Corporate,First Class,New Jersey,Art
2,25,Shipped Late,Office Supplies,Plainfield,United States,Todd Boyes,1/25/16,CA-2016-153346,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",8.28,5,East,18,Corporate,First Class,New Jersey,Paper
3,64,Shipped On Time,Furniture,New York City,United States,Jonathan Doherty,1/25/16,CA-2016-168046,Tenex B1-RE Series Chair Mats for Low Pile Carpets,7.8166,1,East,45.98,Corporate,Second Class,New York,Furnishings
3,601,Shipped On Time,Office Supplies,New York City,United States,Jonathan Doherty,1/25/16,CA-2016-168046,"SAFCO Commercial Wire Shelving, 72h",0,7,East,428.68,Corporate,Second Class,New York,Storage
3,60,Shipped On Time,Office Supplies,New York City,United States,Jonathan Doherty,1/25/16,CA-2016-168046,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",15.092,5,East,43.12,Corporate,Second Class,New York,Binders
3,440,Shipped On Time,Furniture,New York City,United States,Jonathan Doherty,1/25/16,CA-2016-168046,Chromcraft Round Conference Tables,-99.3453,3,East,313.722,Corporate,Second Class,New York,Tables
2,44,Shipped Early,Office Supplies,Gulfport,United States,Henry Goldwyn,1/24/16,CA-2016-109407,XtraLife ClearVue Slant-D Ring Binders by Cardinal,15.68,4,South,31.36,Corporate,Second Class,Mississippi,Binders
6,84,Shipped On Time,Furniture,Los Angeles,United States,Christy Brittain,1/23/16,CA-2016-113656,"DAX Cubicle Frames, 8-1/2 x 11",21.5964,7,West,59.99,Consumer,Standard Class,California,Furnishings
4,140,Shipped Early,Technology,Burlington,United States,Claudia Bergmann,1/23/16,US-2016-165505,Logitech Wireless Marathon Mouse M705,42.9914,2,East,99.98,Corporate,Standard Class,Vermont,Accessories
4,11,Shipped Early,Office Supplies,Burlington,United States,Claudia Bergmann,1/23/16,US-2016-165505,4009 Highlighters,2.7336,6,East,8.04,Corporate,Standard Class,Vermont,Art
4,2193,Shipped Early,Office Supplies,Burlington,United States,Claudia Bergmann,1/23/16,US-2016-165505,Iceberg Mobile Mega Data/Printer Cart,406.7154,13,East,1564.29,Corporate,Standard Class,Vermont,Storage
6,11,Shipped On Time,Office Supplies,Morristown,United States,Paul Gonzalez,1/22/16,CA-2016-111010,Bagged Rubber Bands,0.3024,6,East,7.56,Consumer,Standard Class,New Jersey,Fasteners
6,154,Shipped On Time,Furniture,Seattle,United States,Anthony Johnson,1/22/16,CA-2016-138079,"Contract Clock, 14"", Brown",37.366,5,West,109.9,Corporate,Standard Class,Washington,Furnishings
5,18,Shipped Early,Office Supplies,Seattle,United States,Marc Crier,1/22/16,CA-2016-146318,Xerox 218,6.2208,2,West,12.96,Consumer,Standard Class,Washington,Paper
6,62,Shipped On Time,Office Supplies,San Diego,United States,Frank Preis,1/22/16,CA-2016-125850,Avery 475,22.2,3,West,44.4,Consumer,Standard Class,California,Labels
6,29,Shipped On Time,Office Supplies,San Diego,United States,Frank Preis,1/22/16,CA-2016-125850,Avery 476,9.499,5,West,20.65,Consumer,Standard Class,California,Labels
6,20,Shipped On Time,Furniture,Fayetteville,United States,Carlos Meador,1/22/16,US-2016-135923,Eldon Pizzaz Desk Accessories,4.2816,8,South,14.272,Consumer,Standard Class,North Carolina,Furnishings
6,632,Shipped On Time,Furniture,Fayetteville,United States,Carlos Meador,1/22/16,US-2016-135923,"Sauder Forest Hills Library, Woodland Oak Finish",-67.6704,4,South,451.136,Consumer,Standard Class,North Carolina,Bookcases
6,91,Shipped On Time,Office Supplies,Fayetteville,United States,Carlos Meador,1/22/16,US-2016-135923,Fellowes Mighty 8 Compact Surge Protector,6.4864,4,South,64.864,Consumer,Standard Class,North Carolina,Appliances
5,77,Shipped Early,Technology,Cleveland,United States,Bradley Talbott,1/22/16,CA-2016-148208,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",15.8631,3,East,55.176,Home Office,Standard Class,Ohio,Accessories
7,37,Shipped Late,Office Supplies,New York City,United States,Toby Braunhardt,1/22/16,US-2016-155180,Wilson Jones data.warehouse D-Ring Binders with DublLock,9.2176,4,East,26.336,Consumer,Standard Class,New York,Binders
5,155,Shipped Early,Technology,Cleveland,United States,Bradley Talbott,1/22/16,CA-2016-148208,Panasonic Kx-TS550,-20.2356,4,East,110.376,Home Office,Standard Class,Ohio,Phones
2,215,Shipped Early,Furniture,San Diego,United States,Tamara Dahlen,1/21/16,US-2016-167339,Global Super Steno Chair,-5.7588,2,West,153.568,Consumer,Second Class,California,Chairs
2,1421,Shipped Early,Furniture,San Diego,United States,Tamara Dahlen,1/21/16,US-2016-167339,Global Ergonomic Managers Chair,76.0116,7,West,1013.488,Consumer,Second Class,California,Chairs
